symbol,currency,exchange,industry,sector,isActivelyTrading,ipoDate,delistedDate
PMT-PA,USD,NYSE,REIT - Mortgage,Real Estate,True,2017-03-06,
LSXMA,USD,NASDAQ,Broadcasting,Communication Services,False,2016-04-18,2024-09-09
MCW,USD,NASDAQ,Personal Products & Services,Consumer Cyclical,False,2021-06-25,2026-05-19
HOLX,USD,NASDAQ,Medical - Instruments & Supplies,Healthcare,False,1990-03-01,2026-04-08
HUMAW,USD,NASDAQ,Biotechnology,Healthcare,True,2020-12-01,
PLAN,USD,NYSE,Software - Infrastructure,Technology,False,2018-10-12,2022-06-22
MAAS,USD,NASDAQ,Asset Management,Financial Services,True,2019-03-29,
MEVO,USD,NASDAQ,Financial - Conglomerates,Financial Services,True,2024-12-12,
EVAX,USD,NASDAQ,Biotechnology,Healthcare,True,2021-02-05,
CYCU,USD,NASDAQ,Information Technology Services,Technology,True,2025-02-18,
LUNG,USD,NASDAQ,Medical - Devices,Healthcare,True,2020-10-01,
GRRR,USD,NASDAQ,Software - Infrastructure,Technology,True,2021-05-10,
UG,USD,NASDAQ,Household & Personal Products,Consumer Defensive,True,1980-03-17,
MFI,USD,NASDAQ,Software - Application,Technology,True,2024-04-22,
SYF,USD,NYSE,Financial - Credit Services,Financial Services,True,2014-07-31,
BF-B,USD,NYSE,Beverages - Wineries & Distilleries,Consumer Defensive,True,1980-03-17,
FUL,USD,NYSE,Chemicals - Specialty,Basic Materials,True,1968-04-25,
PAEWW,USD,NASDAQ,Specialty Business Services,Industrials,False,2020-02-11,2022-02-15
OWLT-WT,USD,NYSE,Medical - Devices,Healthcare,False,,
SR-PA,USD,NYSE,Regulated Gas,Utilities,True,2019-05-15,
ASAN,USD,NYSE,Software - Application,Technology,True,2020-09-30,
ALOHA,USD,NASDAQ,Specialty Retail,Consumer Cyclical,False,2022-02-11,
ECCX,USD,NYSE,Asset Management,Financial Services,False,2022-02-15,2026-05-07
GRVY,USD,NASDAQ,Electronic Gaming & Multimedia,Technology,True,2005-02-08,
SNT,USD,NASDAQ,Security & Protection Services,Industrials,True,1993-03-23,
SPFI,USD,NASDAQ,Banks - Regional,Financial Services,True,2019-05-09,
TCRX,USD,NASDAQ,Biotechnology,Healthcare,True,2021-07-16,
GDRX,USD,NASDAQ,Medical - Healthcare Information Services,Healthcare,True,2020-09-23,
SCCF,USD,AMEX,REIT - Industrial,Real Estate,True,2022-05-12,
BNS,USD,NYSE,Banks - Diversified,Financial Services,True,2002-06-07,
ZDGE,USD,AMEX,Internet Content & Information,Communication Services,True,2016-06-03,
BANR,USD,NASDAQ,Banks - Regional,Financial Services,True,1995-11-01,
AVBH,USD,NASDAQ,Banks - Regional,Financial Services,True,2025-08-05,
BAOS,USD,NASDAQ,Advertising Agencies,Communication Services,True,2021-02-08,
WETG,USD,NASDAQ,Software - Application,Technology,False,2022-07-19,2024-03-18
MGLD,USD,AMEX,Asset Management,Financial Services,True,2022-03-14,
ETOR,USD,NASDAQ,Financial - Capital Markets,Financial Services,True,2025-05-14,
OFG,USD,NYSE,Banks - Regional,Financial Services,True,1987-03-26,
EMX,USD,AMEX,Industrial Materials,Basic Materials,False,2007-08-28,2025-11-14
INBK,USD,NASDAQ,Banks - Regional,Financial Services,True,2006-04-05,
CLI,USD,NYSE,REIT - Office,Real Estate,False,1994-08-25,2021-12-10
CGBD,USD,NASDAQ,Asset Management,Financial Services,True,2017-06-14,
KALA,USD,NASDAQ,Biotechnology,Healthcare,True,2017-07-20,
DEI,USD,NYSE,REIT - Office,Real Estate,True,2006-10-25,
BDCI,USD,NASDAQ,Asset Management,Financial Services,True,2025-10-16,
SMC,USD,NYSE,Oil & Gas Midstream,Energy,True,2010-02-22,
LFCR,USD,NASDAQ,Drug Manufacturers - Specialty & Generic,Healthcare,True,1996-02-15,
PSTV,USD,NASDAQ,Biotechnology,Healthcare,True,2001-07-11,
PMT-PC,USD,NYSE,REIT - Mortgage,Real Estate,True,2021-08-18,
FFBC,USD,NASDAQ,Banks - Regional,Financial Services,True,1983-12-21,
TYL,USD,NYSE,Software - Application,Technology,True,1980-03-17,
MJN,USD,NYSE,Packaged Foods,Consumer Defensive,False,2009-02-11,2017-06-26
BARK,USD,NYSE,Specialty Retail,Consumer Cyclical,True,2020-12-18,
COTY,USD,NYSE,Household & Personal Products,Consumer Defensive,True,2013-06-13,
CDEV,USD,NASDAQ,Oil & Gas Exploration & Production,Energy,False,2016-03-02,2022-09-02
ZBH,USD,NYSE,Medical - Devices,Healthcare,True,2001-07-25,
CRGOW,USD,NASDAQ,Integrated Freight & Logistics,Industrials,True,2023-01-26,
BVXV,USD,NASDAQ,Biotechnology,Healthcare,False,2015-05-12,2023-09-06
GS-PJ,USD,NYSE,Financial - Capital Markets,Financial Services,False,2013-04-22,2023-09-13
DHR-PB,USD,NYSE,Medical - Diagnostics & Research,Healthcare,False,2020-05-11,2023-04-14
LINX,USD,NYSE,Software - Application,Technology,False,2013-02-08,2021-07-01
WLFC,USD,NASDAQ,Rental & Leasing Services,Industrials,True,1996-09-18,
AAIC-PC,USD,NYSE,REIT - Mortgage,Real Estate,False,2019-03-06,2023-12-13
BAC-PE,USD,NYSE,Banks - Diversified,Financial Services,True,2006-11-14,
TGNA,USD,NYSE,Broadcasting,Communication Services,False,1980-03-17,2026-03-20
LUMN,USD,NYSE,Telecommunications Services,Communication Services,True,1980-03-17,
SACC,USD,AMEX,REIT - Industrial,Real Estate,False,2019-11-12,2024-12-27
NIVF,USD,NASDAQ,Medical - Care Facilities,Healthcare,True,2022-03-18,
PAYOW,USD,NASDAQ,Software - Infrastructure,Technology,False,,
SHCRW,USD,NASDAQ,Medical - Healthcare Information Services,Healthcare,False,2020-11-25,
ITRM,USD,NASDAQ,Biotechnology,Healthcare,False,2018-05-25,2026-04-01
SB-PC,USD,NYSE,Marine Shipping,Industrials,True,2014-05-02,
QTNT,USD,NASDAQ,Medical - Devices,Healthcare,False,2014-04-16,2022-12-30
CIT-PB,USD,NYSE,Banks - Regional,Financial Services,False,2002-07-02,2022-01-04
FWBI,USD,NASDAQ,Biotechnology,Healthcare,False,2016-10-11,2024-05-16
AZRX,USD,NASDAQ,Biotechnology,Healthcare,False,2016-10-11,2021-09-22
JW-B,USD,NYSE,Publishing,Communication Services,False,1982-09-14,
AIIO,USD,NASDAQ,Auto - Parts,Consumer Cyclical,True,2020-03-20,
WPP,USD,NYSE,Advertising Agencies,Communication Services,True,1987-12-29,
CMRX,USD,NASDAQ,Biotechnology,Healthcare,False,2013-04-11,2025-04-17
HFBL,USD,NASDAQ,Banks - Regional,Financial Services,True,2007-06-20,
WBX,USD,NYSE,"Hardware, Equipment & Parts",Technology,True,2021-04-19,
VYX,USD,NYSE,Information Technology Services,Technology,True,1996-12-11,
MHLA,USD,NYSE,Insurance - Property & Casualty,Financial Services,True,2011-07-27,
RM,USD,NYSE,Financial - Credit Services,Financial Services,True,2012-03-28,
DRIO,USD,NASDAQ,Medical - Diagnostics & Research,Healthcare,True,2016-03-14,
RDZN,USD,NASDAQ,Software - Application,Technology,True,2022-01-13,
HIBB,USD,NASDAQ,Apparel - Retail,Consumer Cyclical,False,1996-10-11,2024-07-24
STFS,USD,NASDAQ,Advertising Agencies,Communication Services,True,2024-10-11,
WLGS,USD,NASDAQ,Engineering & Construction,Industrials,False,2023-04-20,2025-08-26
OVID,USD,NASDAQ,Biotechnology,Healthcare,True,2017-05-05,
ZYME,USD,NASDAQ,Biotechnology,Healthcare,True,2017-04-28,
IGAP,USD,NASDAQ,Medical - Instruments & Supplies,Healthcare,False,2013-04-25,2022-03-14
WALD,USD,NASDAQ,Software - Application,Technology,True,2021-05-12,
CCCS,USD,NASDAQ,Software - Infrastructure,Technology,False,2020-10-05,2025-10-31
DCX,USD,NASDAQ,Auto - Manufacturers,Consumer Cyclical,True,2022-01-07,
ADEX-WT,USD,NYSE,Financial - Capital Markets,Financial Services,False,,
OXSQ,USD,NASDAQ,Asset Management,Financial Services,True,2003-11-24,
ROIC,USD,NASDAQ,REIT - Retail,Real Estate,False,2009-11-03,2025-02-13
NTCL,USD,NASDAQ,Software - Application,Technology,True,2024-12-13,
VERA,USD,NASDAQ,Biotechnology,Healthcare,True,2021-05-14,
CAC,USD,NASDAQ,Banks - Regional,Financial Services,True,1997-10-08,
MRBK,USD,NASDAQ,Banks - Regional,Financial Services,True,2017-11-07,
BHC,USD,NYSE,Drug Manufacturers - Specialty & Generic,Healthcare,True,1994-03-29,
BKKT,USD,NYSE,Software - Infrastructure,Technology,True,2020-11-19,
VHUB,USD,NASDAQ,Grocery Stores,Consumer Cyclical,True,2026-01-28,
GNLX,USD,NASDAQ,Biotechnology,Healthcare,True,2023-01-26,
CMSA,USD,NYSE,Regulated Electric,Utilities,True,2018-03-13,
RCA,USD,NYSE,REIT - Mortgage,Real Estate,False,2010-02-22,2023-08-14
PSA-PM,USD,NYSE,REIT - Industrial,Real Estate,True,2020-08-13,
SGLBW,USD,NASDAQ,Travel Services,Consumer Cyclical,False,2019-11-04,2022-02-17
INTG,USD,NASDAQ,Travel Lodging,Consumer Cyclical,True,1980-03-17,
RDHL,USD,NASDAQ,Drug Manufacturers - Specialty & Generic,Healthcare,True,2013-01-07,
MYPSW,USD,NASDAQ,Electronic Gaming & Multimedia,Technology,True,2020-12-18,
TCBIO,USD,NASDAQ,Banks - Regional,Financial Services,True,2021-03-26,
LIFW,USD,NASDAQ,Medical - Healthcare Information Services,Healthcare,False,2020-10-21,
APM,USD,NASDAQ,Biotechnology,Healthcare,True,2018-12-18,
TUYA,USD,NYSE,Software - Infrastructure,Technology,True,2021-03-19,
BAC-PK,USD,NYSE,Banks - Diversified,Financial Services,True,2018-07-18,
ZUO,USD,NYSE,Software - Infrastructure,Technology,False,2018-04-12,2025-02-13
NUTR,USD,NASDAQ,Travel Services,Consumer Cyclical,False,2025-08-15,2025-10-09
EOSEW,USD,NASDAQ,Electrical Equipment & Parts,Industrials,False,2020-11-19,
FTV-PA,USD,NYSE,Industrial - Machinery,Industrials,False,2018-06-26,
ISPC,USD,NASDAQ,Medical - Diagnostics & Research,Healthcare,True,2021-06-17,
AMOD,USD,NASDAQ,Software - Application,Technology,True,2023-08-14,
DWIN-WT,USD,NYSE,Asset Management,Financial Services,False,2021-01-29,2022-09-15
SLGN,USD,NYSE,Packaging & Containers,Consumer Cyclical,True,1997-02-14,
CMA,USD,NYSE,Banks - Regional,Financial Services,False,1980-03-17,2026-02-02
PRVA,USD,NASDAQ,Medical - Healthcare Information Services,Healthcare,True,2021-04-28,
OCS,USD,NASDAQ,Biotechnology,Healthcare,True,2021-05-18,
CORZW,USD,NASDAQ,Software - Infrastructure,Technology,True,2024-01-24,
CONE,USD,NASDAQ,REIT - Industrial,Real Estate,False,2013-01-16,
RBB,USD,NASDAQ,Banks - Regional,Financial Services,True,2017-07-26,
CARR,USD,NYSE,Industrial - Machinery,Industrials,True,2020-03-19,
ACET,USD,NASDAQ,Biotechnology,Healthcare,True,2018-01-26,
CCG,USD,NASDAQ,Internet Content & Information,Communication Services,True,2023-09-18,
CVM,USD,AMEX,Biotechnology,Healthcare,True,1983-12-08,
NWFL,USD,NASDAQ,Banks - Regional,Financial Services,True,1998-03-04,
PCYO,USD,NASDAQ,Regulated Water,Utilities,True,1994-04-13,
PRCH,USD,NASDAQ,Software - Application,Technology,True,2020-01-13,
NGM,USD,NASDAQ,Biotechnology,Healthcare,False,2019-04-04,2024-04-04
USBC,USD,AMEX,"Hardware, Equipment & Parts",Technology,True,2006-04-18,
CF,USD,NYSE,Agricultural Inputs,Basic Materials,True,2005-08-11,
TVE,USD,NYSE,Banks - Regional,Financial Services,True,1999-05-19,
MAIA,USD,AMEX,Biotechnology,Healthcare,True,2022-07-28,
FRC-PI,USD,NYSE,Banks - Regional,Financial Services,False,2018-06-05,2023-05-02
TMDI,USD,NASDAQ,Medical - Devices,Healthcare,False,2008-04-28,2023-03-09
BDC,USD,NYSE,Communication Equipment,Technology,True,1993-11-24,
ATHX,USD,NASDAQ,Biotechnology,Healthcare,False,2007-06-12,2023-10-18
VBIV,USD,NASDAQ,Biotechnology,Healthcare,False,2010-04-26,2024-08-08
FATBB,USD,NASDAQ,Restaurants,Consumer Cyclical,False,2021-08-24,2026-02-04
LEJU,USD,NYSE,Real Estate - Services,Real Estate,False,2014-04-17,2024-04-11
DTSI,USD,NASDAQ,Software - Application,Technology,False,2003-07-10,2016-12-01
RC-PE,USD,NYSE,REIT - Mortgage,Real Estate,True,2021-06-04,
REED,USD,AMEX,Beverages - Non-Alcoholic,Consumer Defensive,True,2006-12-29,
RWLK,USD,NASDAQ,Medical - Devices,Healthcare,False,2014-09-12,2024-01-30
BCEL,USD,NASDAQ,Biotechnology,Healthcare,False,2019-06-20,
EGG,USD,AMEX,Consulting Services,Industrials,True,2025-06-18,
KS,USD,NYSE,"Paper, Lumber & Forest Products",Basic Materials,False,2007-03-01,2023-05-19
ZJK,USD,NASDAQ,Manufacturing - Metal Fabrication,Industrials,True,2024-09-30,
ANNX,USD,NASDAQ,Biotechnology,Healthcare,True,2020-07-24,
FMTO,USD,NASDAQ,Agricultural Inputs,Basic Materials,False,2022-05-31,2025-06-20
AOUT,USD,NASDAQ,Leisure,Consumer Cyclical,True,2020-08-21,
NXU,USD,NASDAQ,Electrical Equipment & Parts,Industrials,False,2022-09-28,2025-04-10
LAWS,USD,NASDAQ,Industrial - Distribution,Industrials,False,2021-07-21,
WOLF,USD,NYSE,Semiconductors,Technology,True,1993-02-08,
THM,USD,AMEX,Gold,Basic Materials,True,2007-05-01,
KWE,USD,NASDAQ,Aerospace & Defense,Industrials,False,2021-01-08,2025-06-30
RYET,USD,NASDAQ,Education & Training Services,Consumer Defensive,True,2025-04-08,
ACHC,USD,NASDAQ,Medical - Care Facilities,Healthcare,True,1994-03-04,
FOUR,USD,NYSE,Software - Infrastructure,Technology,True,2020-06-05,
VERX,USD,NASDAQ,Software - Application,Technology,True,2020-07-29,
BEEM,USD,NASDAQ,Solar,Energy,True,2010-05-03,
OSRHW,USD,NASDAQ,Biotechnology,Healthcare,True,2023-03-21,
PDYNW,USD,NASDAQ,Software - Infrastructure,Technology,True,2022-08-02,
BNRE,USD,NYSE,Insurance - Reinsurance,Financial Services,False,2021-06-28,2024-09-06
ZBAO,USD,NASDAQ,Insurance - Brokers,Financial Services,True,2024-04-02,
SWC,USD,NYSE,Other Precious Metals,Basic Materials,False,2004-10-18,2019-03-08
LDOS,USD,NYSE,Information Technology Services,Technology,True,2006-10-17,
INTT,USD,AMEX,Semiconductors,Technology,True,1997-06-17,
ALRS,USD,NASDAQ,Banks - Regional,Financial Services,True,2003-03-20,
GURE,USD,NASDAQ,Chemicals - Specialty,Basic Materials,True,2006-10-23,
HOVNP,USD,NASDAQ,Residential Construction,Consumer Cyclical,True,2005-11-30,
DX-PC,USD,NYSE,REIT - Mortgage,Real Estate,True,2020-02-14,
CGABL,USD,NASDAQ,Financial - Credit Services,Financial Services,True,2021-05-19,
SUNC,USD,NYSE,Oil & Gas Midstream,Energy,True,2025-11-06,
DIN,USD,NYSE,Restaurants,Consumer Cyclical,True,1991-07-12,
SACH-PA,USD,AMEX,REIT - Mortgage,Real Estate,True,2021-06-24,
JCOM,USD,NASDAQ,Software - Infrastructure,Technology,False,1982-09-16,
CTRM,USD,NASDAQ,Marine Shipping,Industrials,True,2019-02-11,
HEXO,USD,NASDAQ,Drug Manufacturers - Specialty & Generic,Healthcare,False,2017-03-23,2023-06-22
WSBK,USD,NASDAQ,Banks - Regional,Financial Services,True,2025-05-02,
TCBP,USD,NASDAQ,Biotechnology,Healthcare,False,2022-02-11,2025-03-24
RC-PC,USD,NYSE,REIT - Mortgage,Real Estate,True,2021-03-23,
VSSYW,USD,NASDAQ,Software - Application,Technology,False,2021-01-19,2026-01-16
KURIU,USD,NASDAQ,Medical - Healthcare Information Services,Healthcare,False,2021-02-05,2021-10-21
MTX,USD,NYSE,Chemicals - Specialty,Basic Materials,True,1992-10-23,
GOTU,USD,NYSE,Education & Training Services,Consumer Defensive,True,2019-06-06,
RILYK,USD,NASDAQ,Financial - Conglomerates,Financial Services,False,2021-03-30,2026-03-30
GSS,USD,AMEX,Gold,Basic Materials,False,2001-09-26,2022-01-27
ANTX,USD,NASDAQ,Biotechnology,Healthcare,True,2022-03-25,
CENN,USD,NASDAQ,Auto - Manufacturers,Consumer Cyclical,True,2012-09-25,
QUBT,USD,NASDAQ,Computer Hardware,Technology,True,2007-02-01,
WBA,USD,NASDAQ,Medical - Pharmaceuticals,Healthcare,False,1980-03-17,2025-08-29
SILC,USD,NASDAQ,Communication Equipment,Technology,True,1994-02-18,
KRKR,USD,NASDAQ,Internet Content & Information,Communication Services,True,2019-11-08,
OIO,USD,NASDAQ,Environmental Services,Industrials,True,2022-04-07,
WOOF,USD,NASDAQ,Specialty Retail,Consumer Cyclical,True,2021-01-14,
ISEE,USD,NASDAQ,Biotechnology,Healthcare,False,2013-09-25,2023-07-10
NSYS,USD,NASDAQ,"Hardware, Equipment & Parts",Technology,True,1993-06-11,
AZRE,USD,NYSE,Renewable Utilities,Utilities,False,2016-10-12,2023-07-12
CASA,USD,NASDAQ,Communication Equipment,Technology,False,2017-12-15,
AWK,USD,NYSE,Regulated Water,Utilities,True,2008-04-23,
CSHR,USD,NASDAQ,Financial - Capital Markets,Financial Services,True,2026-04-01,
FINV,USD,NYSE,Financial - Credit Services,Financial Services,True,2017-11-09,
AVBP,USD,NASDAQ,Biotechnology,Healthcare,True,2024-01-26,
NRZ-PD,USD,NYSE,REIT - Mortgage,Real Estate,False,,
MOBBW,USD,NASDAQ,Communication Equipment,Technology,True,2022-08-25,
NEXRW,USD,NASDAQ,Biotechnology,Healthcare,True,2026-03-31,
BDR,USD,AMEX,Communication Equipment,Technology,False,1995-12-14,
VSTD,USD,NASDAQ,Food Distribution,Consumer Defensive,True,2025-09-03,
ID,USD,AMEX,Specialty Retail,Consumer Cyclical,False,2020-11-23,
RILYT,USD,NASDAQ,Financial - Conglomerates,Financial Services,True,2021-01-26,
EH,USD,NASDAQ,Aerospace & Defense,Industrials,True,2019-12-13,
MOMO,USD,NASDAQ,Internet Content & Information,Communication Services,True,2014-12-11,
TWNP,USD,NASDAQ,Restaurants,Consumer Cyclical,False,2025-01-28,
AILEW,USD,NASDAQ,Software - Infrastructure,Technology,False,,
CFNL,USD,NASDAQ,Banks,Financial Services,False,1998-07-17,2017-04-21
ICON,USD,NASDAQ,Marine Shipping,Industrials,True,2024-07-12,
EWBC,USD,NASDAQ,Banks - Diversified,Financial Services,True,1999-02-03,
CPSS,USD,NASDAQ,Financial - Credit Services,Financial Services,True,1992-10-22,
ARI,USD,NYSE,REIT - Mortgage,Real Estate,True,2009-09-24,
TRTX-PC,USD,NYSE,REIT - Mortgage,Real Estate,True,2021-06-08,
GAUZ,USD,NASDAQ,"Hardware, Equipment & Parts",Technology,True,2024-06-06,
QRTEA,USD,NASDAQ,Specialty Retail,Consumer Cyclical,False,2006-05-10,2025-02-21
DCOMG,USD,NASDAQ,Banks - Regional,Financial Services,False,2024-07-02,
RNW,USD,NASDAQ,Renewable Utilities,Utilities,True,2021-02-01,
MBI,USD,NYSE,Insurance - Specialty,Financial Services,True,1987-07-01,
USB-PP,USD,NYSE,Banks - Diversified,Financial Services,True,2018-08-08,
LASE,USD,NASDAQ,Industrial - Machinery,Industrials,True,2022-09-30,
LYRA,USD,NASDAQ,Biotechnology,Healthcare,False,2020-05-01,2026-03-17
VIACP,USD,NASDAQ,Entertainment,Communication Services,False,2021-03-29,
PCG-PC,USD,AMEX,Regulated Electric,Utilities,True,1972-09-22,
ELIQ,USD,NYSE,Renewable Utilities,Utilities,False,2021-03-22,2024-01-16
RRD,USD,NYSE,Specialty Business Services,Industrials,False,1992-05-01,2022-02-25
WHLR,USD,NASDAQ,REIT - Retail,Real Estate,True,2012-11-19,
HPK,USD,NASDAQ,Oil & Gas Exploration & Production,Energy,True,2018-05-29,
VAL-WT,USD,NYSE,Oil & Gas Equipment & Services,Energy,True,2021-05-03,
USGO,USD,NASDAQ,Industrial Materials,Basic Materials,True,2023-04-20,
GSTCQ,USD,NYSE,Oil & Gas Energy,Energy,False,2006-01-05,2019-01-22
EQH,USD,NYSE,Insurance - Diversified,Financial Services,True,2018-05-10,
UMH,USD,NYSE,REIT - Residential,Real Estate,True,1985-02-20,
AME,USD,NYSE,Electrical Equipment & Parts,Industrials,True,1984-07-19,
ALLO,USD,NASDAQ,Biotechnology,Healthcare,True,2018-10-11,
BIOX,USD,NASDAQ,Agricultural Inputs,Basic Materials,True,2018-03-22,
BIDU,USD,NASDAQ,Internet Content & Information,Communication Services,True,2005-08-05,
UONEK,USD,NASDAQ,Broadcasting,Communication Services,True,2000-06-07,
LUNR,USD,NASDAQ,Aerospace & Defense,Industrials,True,2021-11-17,
CMRAW,USD,NASDAQ,Biotechnology,Healthcare,False,2020-12-21,
YAAS,USD,NASDAQ,Software - Application,Technology,True,2024-12-20,
ATRI,USD,NASDAQ,Medical - Instruments & Supplies,Healthcare,False,1980-03-18,2024-08-20
FCEL,USD,NASDAQ,Electrical Equipment & Parts,Industrials,True,1992-06-25,
ENLC,USD,NYSE,Oil & Gas Midstream,Energy,False,2004-01-13,2025-01-30
AMED,USD,NASDAQ,Medical - Care Facilities,Healthcare,False,1994-08-17,2025-08-14
MBINP,USD,NASDAQ,Banks - Regional,Financial Services,False,2019-03-26,2024-04-01
PAX,USD,NASDAQ,Asset Management,Financial Services,True,2021-01-22,
IAC,USD,NASDAQ,Internet Content & Information,Technology,True,1993-01-19,
GECCH,USD,NASDAQ,Asset Management,Financial Services,True,2024-09-26,
UNFI,USD,NYSE,Food Distribution,Consumer Defensive,True,1996-11-01,
RJET,USD,NASDAQ,"Airlines, Airports & Air Services",Industrials,True,2018-08-10,
KKR-PC,USD,NYSE,Asset Management,Financial Services,False,2020-08-12,2023-09-14
JOE,USD,NYSE,Real Estate - Diversified,Real Estate,True,1990-03-23,
ALB,USD,NYSE,Chemicals - Specialty,Basic Materials,True,1994-02-22,
EVCM,USD,NASDAQ,Software - Infrastructure,Technology,True,2021-07-01,
TEAD,USD,NASDAQ,Software - Application,Technology,True,2021-07-23,
MBVIW,USD,NASDAQ,Asset Management,Financial Services,True,2025-10-17,
NYMTL,USD,NASDAQ,REIT - Mortgage,Real Estate,False,2021-06-30,2025-09-03
JKHY,USD,NASDAQ,Information Technology Services,Technology,True,1985-11-20,
U,USD,NYSE,Software - Application,Technology,True,2020-09-18,
JBSS,USD,NASDAQ,Packaged Foods,Consumer Defensive,True,1991-12-04,
PVLA,USD,NASDAQ,Biotechnology,Healthcare,True,2015-01-02,
SHBI,USD,NASDAQ,Banks - Regional,Financial Services,True,2001-04-09,
SRBK,USD,NASDAQ,Banks - Regional,Financial Services,True,2023-09-20,
AIV,USD,NYSE,REIT - Residential,Real Estate,True,1994-07-22,
ATLCZ,USD,NASDAQ,Financial - Credit Services,Financial Services,True,2024-01-31,
ZEUS,USD,NASDAQ,Steel,Basic Materials,False,1994-03-10,2026-02-17
PSNL,USD,NASDAQ,Medical - Diagnostics & Research,Healthcare,True,2019-06-20,
FLOC,USD,NYSE,Oil & Gas Equipment & Services,Energy,True,2025-01-16,
HLP,USD,NASDAQ,Steel,Basic Materials,True,2023-03-29,
CSCD,USD,NASDAQ,Semiconductors,Technology,False,2004-12-15,2016-07-14
XXII,USD,NASDAQ,Tobacco,Consumer Defensive,True,2011-01-26,
VRRM,USD,NASDAQ,Information Technology Services,Technology,True,2017-03-24,
MDLN,USD,NASDAQ,Medical - Instruments & Supplies,Healthcare,True,2025-12-17,
STJ,USD,NYSE,Medical - Equipment & Services,Healthcare,False,1989-12-07,2017-01-04
CBMX,USD,NASDAQ,Biotechnology,Healthcare,False,2002-12-16,2017-11-27
SCL,USD,NYSE,Chemicals - Specialty,Basic Materials,True,1992-03-17,
GRO,USD,AMEX,Industrial Materials,Basic Materials,True,2024-11-27,
OESX,USD,NASDAQ,Electrical Equipment & Parts,Industrials,True,2007-12-19,
FACTU,USD,NASDAQ,Financial - Conglomerates,Financial Services,True,2024-11-26,
GROW,USD,NASDAQ,Asset Management,Financial Services,True,1985-04-24,
HOME,USD,NYSE,Specialty Retail,Consumer Cyclical,False,2016-08-04,
EGO,USD,NYSE,Gold,Basic Materials,True,2003-01-23,
PTRN,USD,NASDAQ,Software - Application,Technology,True,2025-09-19,
DVD,USD,NYSE,Leisure,Consumer Cyclical,False,1996-10-04,2021-12-22
KNW,USD,AMEX,"Hardware, Equipment & Parts",Technology,False,2006-04-18,2025-08-15
PEBK,USD,NASDAQ,Banks - Regional,Financial Services,True,1985-10-16,
ATH-PD,USD,NYSE,Insurance - Diversified,Financial Services,True,2020-12-15,
PSA-PO,USD,NYSE,REIT - Industrial,Real Estate,True,2020-11-10,
VRS,USD,NYSE,"Paper, Lumber & Forest Products",Basic Materials,False,2016-07-18,2022-03-31
PRQR,USD,NASDAQ,Biotechnology,Healthcare,True,2014-09-18,
TTC,USD,NYSE,Manufacturing - Tools & Accessories,Industrials,True,1980-03-17,
GFL,USD,NYSE,Waste Management,Industrials,True,2020-03-03,
MFNC,USD,NASDAQ,Banks - Regional,Financial Services,False,2000-02-29,2021-09-03
PHIOW,USD,NASDAQ,Biotechnology,Healthcare,False,2012-02-14,2022-12-28
ZURA,USD,NASDAQ,Biotechnology,Healthcare,True,2023-03-21,
AEPPZ,USD,NASDAQ,Regulated Electric,Utilities,False,2020-08-12,2023-08-14
LNC-PD,USD,NYSE,Insurance - Life,Financial Services,True,2022-11-17,
FNA,USD,NYSE,Medical - Devices,Healthcare,False,2021-10-15,2025-04-21
BNOX,USD,NASDAQ,Biotechnology,Healthcare,False,2021-12-16,
DNLI,USD,NASDAQ,Biotechnology,Healthcare,True,2017-12-08,
NVNOW,USD,NASDAQ,Medical - Devices,Healthcare,False,2018-06-14,2024-09-17
DBRG,USD,NYSE,Asset Management,Financial Services,True,2014-06-27,
TMH,USD,AMEX,Asset Management,Financial Services,True,2025-04-07,
UCFIW,USD,NASDAQ,Financial - Capital Markets,Financial Services,False,2025-10-01,
WMB,USD,NYSE,Oil & Gas Midstream,Energy,True,1981-12-31,
AMBC-WT,USD,NYSE,Insurance - Specialty,Financial Services,False,,
BDL,USD,AMEX,Restaurants,Consumer Cyclical,True,1980-04-11,
TLX,USD,NASDAQ,Biotechnology,Healthcare,True,2024-11-14,
DPW,USD,AMEX,Financial - Capital Markets,Financial Services,False,1996-12-17,
SCCO,USD,NYSE,Copper,Basic Materials,True,1996-01-05,
BNI,USD,NYSE,Railroads,Industrials,False,1995-09-22,2010-02-12
GROY-WT,USD,AMEX,Other Precious Metals,Basic Materials,True,2021-03-11,
BRCB,USD,NASDAQ,Food Confectioners,Consumer Defensive,True,2025-09-12,
BIOC,USD,NASDAQ,Medical - Diagnostics & Research,Healthcare,False,2014-02-05,2023-10-25
ALLT,USD,NASDAQ,Software - Infrastructure,Technology,True,2006-11-16,
LRN,USD,NYSE,Education & Training Services,Consumer Defensive,True,2007-12-13,
AMBI,USD,AMEX,Waste Management,Industrials,False,2020-09-11,2025-10-28
PNT,USD,NASDAQ,Biotechnology,Healthcare,False,2020-07-08,2023-12-26
CPT,USD,NYSE,REIT - Residential,Real Estate,True,1993-07-22,
SGMS,USD,NASDAQ,"Gambling, Resorts & Casinos",Consumer Cyclical,False,1984-08-23,
CPRX,USD,NASDAQ,Biotechnology,Healthcare,True,2006-11-08,
AUD,USD,NYSE,Broadcasting,Communication Services,False,1999-01-29,2023-05-16
PSQH,USD,NYSE,Software - Application,Technology,True,2021-07-07,
AHRT,USD,NYSE,REIT - Healthcare Facilities,Financial Services,True,2013-05-08,
